;comment;date
242;Es un sitio muy agradable donde hacen unas tostadas buenísimas, y entre una cosa y otra tienen prácticamente toda la mañana la cocina abierta. Muy apropiado para sitio playero!;2020-01-28
243;Tiene mérito mantener un negocio de restauración Vegeta/Vegano en nuestro pequeño país, donde la oferta gastronómica es tan variada. El Curry Verde ofrece un variado menú que no aburre. Rico, rico.;2019-01-28
244;Desayunos riquísimos,tostadas,batidos,zumos...recomendable.Muy buena atención.;2023-01-28
245;Estupenda propuesta gastronómica y una ubicación de lujo frente al puerto. Me ha gustado mucho todo lo que pedí, pero demasiada espera entre platos.;2020-01-28
246;Me encantó. La comida es muy rica, la vista al puesto bonita y los camareros amables.;2022-01-28
247;Muy buena comida y servicio. Han cambiado de sitio y ahora está donde el puerto.;2023-01-28
248;Comida super rica y de muy buena calidad, cuidan los productos, la presentacion, hambiente relajado. Picoteo excelente (croquetas, samosas, papas...) Un sitio distinto en un Hondarribi tradicional, zorionak!!;2019-01-28
249;Comida buenísima con ganas de volver a probarlo todo. Está en un buen sitio junto al puerto con unas vistas magníficas a las barcas y al fondo Francia;2021-01-28
250;2,40 por un vino que no llega ni a mojarte el gaznate? El problema no es tanto el precio, que también, sino la cantidad de  vino que te ponen. Vergonzoso!;2022-01-28
251;Comida buenísima y muy original y un trato inmejorable. Muy recomendable.;2023-01-28
252;Muy buena comida y atención. Nos gustaron especialmente la ensalada templada y los tacos.  Local grande y luminoso. Repetiremos!;2020-01-28
253;Entre las mejores opciones para comer vegano/vegetariano en el entorno de donosti.;2023-04-28
254;Comida vegetariana espectacular y atención estupenda en lugar precioso. Interior del restaurante muy bonito.;2022-01-28
255;"He ido un par de veces y la comida no deja de sorprenderme.
Es comida vegetariana y vegana pero muy bien presentada y muy elaborada.
Se come de maravilla y el trato es fantastico.";2017-01-28
256;Me gustó el sitio y la comida está muy bien pero pedí pasta para el crio y me cobraron 7 euros por un plato pequeño sólo de pasta;2020-01-28
257;Comida vegetariana y vegana muy buena. Variedad de platos para elegir. El postre tarta fría de mango y coco: espectacular!!!!;2022-01-28
258;Siempre es un acierto. La comida de 10 y la atención de todos los camarer@s de 20!;2023-04-28
259;Me ha gustado bastante la comida, sobre todo los postres y las croquetas de queso azul. Precio razonable y vistas preciosas.;2020-01-28
260;Una buena experiencia, buena comida, buen servicio y lugar bonito en el puerto deportivo de Hondarribi. Me encantaron sus falafel y hummus. Un lugar encantador, aunque en verano aun no he estado pero debe ser genial.;2018-01-28
261;5 porque no se puede 10. Trato fantástico comida espectacular y terraza muy agradable. Precioso! 100% recomendable;2022-01-28
262;Todo muy bueno, muy recomendable. Servicio ( en nuestro caso) muy lento, por eso las 4 estrellas.;2023-01-28
263;Espectacular. Todo riquísimo, buen trato, buena localización. Cena de 10! Repetiremos sin dudarlo!!;2021-01-28
264;Las croquetas y los rollitos, muy delicioso, atención excelente. Recomendable.;2023-01-28
265;Ubicación perfecta, buen servicio, menú interesante y buenos vinos. Precio justo.;2022-01-28
266;Un lugar agradable y muy buena comida. De 10;2023-02-28
267;Platos saludables y ricos. Además la pareja que llevan el restaurante son muy majos! Ahora que comienza la primavera, aprovecharé para ir a comer.. en la terraza por su puesto :);2015-01-28
268;Muy buen trato, a pesar de ir muy tarde a comer, la comida muy buena en general, sobretodo la tarta de chocolate, la mejor que he comido nunca!;2020-01-28
269;"Grata sorpresa!!
Primera vez que vamos a este restaurante.
Todo muy rico.
Muy recomendable.";2020-01-28
270;Lugar muy agradable y acogedor.Todo está preparado con mucho esmero y probar  los pintxos.,os ni os cuento, me encanta y os animo a que os animéis a conocerlo.;2020-01-28
271;Lugar tranquilo para degustar unos riquísimos platos vegetarianos (o veganos si es tu elección) Ideal para ir en pareja o en familia. En el puerto deportivo de Hondarribia.;2022-01-28
272;Muy buena y simpática atención, servicio y tostadas. Recomendado para probar;2022-01-28
273;Restaurante vegetariano en Hondarribia, enfrente del puerto deportivo y al lado de la playa. La comida muy rica.;2023-01-28
274;"Una gran experiencia,genial
Milla esker";2023-06-28
275;Platos sorprendentes y muy variados. Me gustó mucho pero el servicio fue bastante lento.;2022-01-28
276;Definiendolo en una palabra, este restaurante es ESTUPENDO. Tanto la atencion como la comida como la calidad, muy buenas. Relamente merece la pena.;2018-01-28
277;La comida es vegetariana, con productos ecológicos y de cercanía. Se come muy bien y los camareros son muy agradables.;2022-01-28
278;Muy bueno todo lo que probamos, el mejor sitio para comer en el puerto de hondarribia sin duda.;2022-01-28
279;Restaurante diferente. Variedad de platos vegetarianos con mucho estilo. Difícil pillar sitio, llamar cn tiempo. Recomendable probarlo;2020-01-28
280;Lugar ideal para los que les guste la comida vegana y vegetariana. Situado junto al puerto deportivo, tiene terraza exterior y con gran facilidad de aparcamiento.;2021-01-28
281;Se come de maravilla, precio razonable, ambiente muy agradable, servicio más que correcto. 5 estrellas merecidas!;2019-01-28
282;De los mejores restaurantes de comida vegana y vegetariana de Donostialdea, increible el trato, la calidad, todo. Siempre a un gusto volver.;2020-01-28
283;Una grata sorpresa encontrar este vegetariano. Comida muy rica y buen trato;2022-01-28
284;"Muy buena calidad. Carta variada con opciones veganas. Muy amables en el trato.
Muy recomendable.";2019-01-28
285;Gratamente sorprendida. Muy buena Comida vegetariana, buena cocina y magnífica atención.;2023-01-28
286;No lo recomiendo!!!!Las croquetas que pedimos de roquefort, muy grasientas!!!!!!!!pedimos 2 vinos de rueda, todo ello servido en barra y comido dentro del restaurante!!!!!!Nos han clavado, si, clavado 10 euros!!!!!!A 3 euros una copa de vino!!!!!Vergonzoso!!!!!No volveremos nunca más!!!!!!!;2020-01-28
287;"La comida ecxelente todo riquisimo muy bien presentado
La unica pega el precio del menu diario un poco caro 16.50€ por lo demas perfecto";2016-01-28
288;Todo está buenísimo. No hace falta ser vegetariano para acudir ni mucho menos. Seguro que te sorprenderá para bien.;2020-01-28
289;Atención pésima, muy lentos, hay 3 camareros en terraza y no atiende ni dios;2023-01-28
290;Menu amplio y comida muy buena. Además el servicio es bueno y los camareros my amables. Muy recomendable.;2017-01-28
291;Muy buena comida vegetariana . Y los camareros super amables y atentos .buena hubicacion.;2022-01-28
292;Comida estupenda a muy buen precio. Trato exquisito. Volvere sin lugar a dudas;2021-01-28
293;Como siempre genial;2022-01-28
294;Un sitio precioso el ambiente muy cálido la comida te hace disfrutar de la comida vegetariana aunque seas un carnívoro reconocido lo recomiendo;2023-12-28
295;Excelente;2023-12-28
296;Muy buen trato, gente muy amable y buenisima comida!!;2023-01-28
297;Atención al cliente:  mala gestión en cuanto a disponibilidad de mesas en hora punta. El camarero en lugar de pedir disculpas, prepotente y malencarado. Una pena.;2020-01-28
298;"Restaurante en el nautico de Hondarribia muy agradable.
Tiene platos deliciosos como las albóndigas de berenjena, o la hamburguesa de setas.";2022-01-28
299;Buen sitio para sentarse y tomar unos pintxos disfrutando de las vistas al náutico;2023-01-28
300;Muy buen servicio, todo en general muy bueno y muy recomendables las croquetas de puerro y  los tagliolili;2022-01-28
301;Vergonzoso trato que recibimos. El encargado al ver que la situación no era muy agradable cuando estábamos discutiendo con el camarero lo vi saliendo se de patitas;2021-01-28
302;Buen café, aunque muy caro 2,40 un café con leche en vaso;2023-01-28
303;"Un sitio para comer diferente.  Salir de la rutina de los alimentos del día a día.
Un trato muy bueno";2022-01-28
304;Comida vegetariana/vegana exquisita.Lugar sencillo y gradable, muy bien situado;2022-01-28
305;"Espectacular.
Muy buen precio.
Ambiente agradable.
Mejor comida.
100% recomendable";2016-01-28
306;Muy decepcionada, tanto que se queja la hostelería de  que tienen que cerrar y voy para comer algo antes de que cierren y me dicen que están a tope y que no me pueden dar nada.Vaya jeta que tienen.;2022-01-28
307;Maravilla de lugar. Pidas lo q pidas vas a acertar. Reservar sobretodo si es fin de semana. Los camareros son todos un encanto.;2018-01-28
308;Todo muy bueno y los camareros muy agradabled;2023-01-28
309;Excelente tanto la calidad de la comida como la atención, en un sitio maravilloso de Hondarribia.;2022-01-28
310;Por poner una pega los postres muy caros , lo demás buenísimo todo;2023-01-28
311;Diferente. Un soplo de aire fresco en el pueblo. La burguer de remolacha es un manjar absoluto, de verdad probad eso.;2020-01-28
312;Un restaurante altamente recomendable por su carta, su situación y el atento servicio.;2023-01-28
313;Tomando  algo en las mesas de fuera y buscando al camarero cuando le ibamos a pedir otra ronda nos contesta que tiene la mesa reservada dandonos a entender que nos fuesemos y nos ha sorprendido tanto que sin decir nada nos hemos ido.ese no es el camino;2020-01-28
314;Muy atentos,  la cena muy muy rica en un sitio agradable .;2022-01-28
315;Sitio bonito y espectacular muy agradable y buen situado en el mismo puerto de fuenterrabia  se está muy agusto para repetir;2022-01-28
316;Vegetariano imprescindible de Hondarribia, te sorprenderá la variedad de platos tan ricos y el entorno tan agradable. Un must.;2022-01-28
317;nos a parecido un lugar estupendo y unos platos riquisimos,fuimos la familia y repetiremos.;2019-01-28
318;camareros poco atentos y comida demasiado cara para lo que es. La ubicación le salva pero poco más. No volvería a repetir.;2022-01-28
319;Es un lugar muy cuki que visito cada vez que voy a Hondarribi;2023-01-28
320;Tiene muy buenos pinchos. Las patatas bravas son buenísimas y la bola de queso increíble.;2021-01-28
321;Comida vegetariana, bien. Servicio muy lento y los precios de la cartas están sin IVA.;2022-01-28
322;Una buena carta de platos vegetarianos,preparados con muchísimo cariño y a un precio asequible.El trato con el cliente estupendo.;2017-01-28
323;Restaurante ideal tanto para vegetarianos como para no vegetarianos. Variedad de comida a buen precio. La atención al cliente muy cercana. Postres originales y caseros;2020-01-28
324;Muy buen servicio y muy amables. La comida realmente espectacular, Recomendable 100x100.;2019-01-28
325;Desayunamos aquí, y la tostada de crema de agyacate y tomate muy rica, pero los desayunos nos parecieron bastante caros.;2018-01-28
326;Super recomendable. Buena terraza y muy comprometidos con el Covid 19;2022-01-28
327;"Inmejorable.
Trato excelente y menú espectacular, además de económico.
Oso ondo.";2016-01-28
328;Nos encantaron la mezcla de sabores de vegetales. Los camareros majísimos.;2023-01-28
329;El mejor restaurante de Euskalerria las croquetas excelente y el trato igual y la hamburguesa de remolacha muy buena;2020-01-28
330;La comida está muy buena. El brownie en especial, estaba de 10.;2022-01-28
331;Lugar agradable, informal pero con platos ricos. Las croquetas y las albóndigas ñami;2019-01-28
332;Estupendo !!!!siempre que voy salimos satisfecho , buen servicio buenos platos 😋…;2021-01-28
333;Un lugar muy agradable, servicio, cocina muy recomendable 👌👌👌😋😋😋😊😊🎉🎉🎉;2022-01-28
334;De las mejores croquetas que puedes comer ,yo comí una de puerro , maravillosa;2023-01-28
335;Comida vegana muy buena. Servicio y restaurante excelente.;2023-01-28
336;Un bonito lugar para disfrutar de comida vegetariana o vegana,  buen servicio con unas vistas espectaculares 😉…;2022-01-28
337;Comida en general bien pero una pena el trato del servicio.;2023-01-28
338;Nos encantó el servicio y una cocina exquisita;2023-01-28
339;Un lugar agradable para pasar un buen rato, buen servicio de calidad;2023-01-28
340;Es una maravilla me a encantado y muy amable los camarero y muy limpio;2021-01-28
341;"Los camaretos estan muy verdes y tardan un montón.
Muy despistados.
El local esta muy bien pero la atención deja que desear.";2018-01-28
342;Todo muy bueno, comida para cuidarse sitio ideal;2022-01-28
343;carta muy vsriada y todo delicioso;2023-01-28
344;"Servicio profesional y humano.

Calidad, Humanidad...

Te sorprenderás, disfrutarás, volverás..

Ser felices.

Bharat ॐ";2023-01-28
345;"Comida vegetariana,vegana casera!!!
Tienen unas croquetas de hongos muy buenos,la hamburges de semillas,y un arroz con hongos que estan buenosimos!!!!
Atencion es muy buena!!!!";2018-01-28
346;Comida vegetariana y vegana riquísima con un servicio excelente. Sin duda volveré más de una vez.;2019-01-28
347;Lugar con mucho encanto, personal muy agradable y la comida muy rica. Muy bien de precio!!!!!;2020-01-28
348;Atención de 10. Ambiente y lugar de 10. Los platos que hemos probado de 10.  Volveremos y no es una amenaza. Gracias!;2019-01-28
349;El trato de uno de los camareros es muy malo, no se dirige bien a los clientes, es bastante borde y puede hacerte sentir incómodo.;2022-01-28
350;Todo muy rico y personal amable. Las vistas de 10.;2022-01-28
351;Es difícil reservar un sábado pero ha merecido la pena. Genial calidad precio.;2017-01-28
352;Me encanta comer en este sitio toda la comida aunque vegetariana esta buenísima;2020-01-28
353;Nos gusta mucho la carta vegetariana.Todo muy rico😋…;2021-01-28
354;Un placer siempre comer allí, muy buen trato y muy buena comida!;2020-01-28
355;Buena variedad de desayunos vegetarianos. Estaría bueno que el horario de desayuno tardío fuera más amplio.;2020-01-28
356;Un local con decoración minimalista, buena atención y una cocina maravillosa. Totalmente recomendable;2018-01-28
357;Nos encanta. La comida sorprendente, y el restaurante acogedor y agradable.;2020-01-28
358;Comida muy rica y personal muy majo. Quizás las raciones un poco pequeñas;2018-01-28
359;Ademas de buena comida, buen trato! Que mas se puede pedir? El Hummus es obligado cogerlo!!;2018-01-28
360;Siempre estupendo. El trato es como sus platos, excelente.;2020-01-28
361;La comida está muy buena y los camareros son muy amables y cercanos. Muy recomendable.;2018-01-28
362;Hoy hemos comido croquetas.. alguna vegana .. espectaculares;2023-01-28
363;Fenomenal hasta para los no vegetarianos como yo;2023-01-28
364;Muy buen trato, unas croquetas exquisitas;2022-01-28
365;Súper buena experiencia cómo siempre y la atención impecable!;2023-01-28
366;Son un puñetero desastre.no sé si lo hacen queriendo o los camarer@s llevan una empanada importante.;2023-01-28
367;Camareros demasiado lentos sirviendo, comida muy buena.;2023-01-28
368;Comida buenisima, trato inmejorable. En el puerto deportivo.;2022-01-28
369;Todo muy bueno y las y los camareros muy atentos ,lo recomiendo;2021-01-28
370;Vergonzoso, 9 gajos de patata recocida y dos salsas 8'60. No me vuelven a pillar;2022-01-28
371;Platos muy buenos, trato bueno. Un sitio muy bonito;2021-01-28
372;Exquisita comida vegetariana. El café con leche, muy bueno y bien preparado;2019-01-28
373;Muy mal una falta de respeto, consumiendo en la terraza y pidiendo otra ronda te invitan a levantarte porque hay gente esperando para comer.;2020-01-28
374;Lo mejor, sin duda, la comida. Sencilla y bien preparada. Para repetir.;2019-01-28
375;"Lugar muy agradable
Comida de calidad
Personal muy atento y profesional
Precio adecuado a su nivel";2020-01-28
376;No me gusto nada sin ningun interes por servir y como con desgana ,parecia como si te estuvieran haciendo un favor.MAL;2019-01-28
377;"Oso ona!!!
Merece la pena por la amplia carta y un local muy acogedor.";2018-01-28
378;Uno de los mejores vegetarianos en los que he comido. Por calidad, precio y servicio.;2018-01-28
379;Exelente comida, con terraza a un paso de la playa buena atención.;2020-01-28
380;Buena propuesta vegetariana.Se puede alternar la comida,no sólo con jugos,sino con lo que te plazca(cerveza,vino,etc.).;2019-01-28
381;Encantadores. Un placer conocer gente así!!!🎊;2023-02-28
382;Increible un vegetariano tan bueno. Reservar porque siempre esta lleno.;2019-01-28
383;Buenisimos platos y un lugar muy acogedor. Muy recomendable.;2019-01-28
384;El desayuno tardío buenísimo como siempre. Con ganas de volver pronto;2021-01-28
385;Totalmente recomendable, la única pega es que hay poco espacio para comer dentro;2017-01-28
386;Sitio tranquilo y bonito en el Puerto de Hondarribi, cuenta con terraza exterior.;2019-01-28
387;Hemos estado cenando hoy. Ha sido una experiencia increíble.;2020-01-28
388;Es increíble... Pasan los años y cada vez me gusta mas.;2019-01-28
389;Buen restaurante con comida para todos,pizzas,creps... Comida deleciosa;2019-01-28
390;"Excelente atención y comida exquisita
Buena relación calidad precio";2019-01-28
391;Ideal si os gusta el tema vegetariano. De lo contrario te quedas con la sensación de que falta algo.;2018-01-28
392;Comida Rica en los entrantes. Los principales algo más flojo pero muy muy bien.;2022-01-28
393;Me gustó su comida vegana y su servicio es excelente;2022-01-28
394;Un magnífico restaurante vegetariano/vegano con unos platos riquísimos!!! 100% Recomendable!!!;2023-01-28
395;El mejor restaurante de Honyarbi!!!!!! Los camareros majísimos, el servicio perfecto y la comida DELICIOSA!!!;2019-01-28
396;Todo buenísimo!;2023-07-28
397;La comida es muy rica pero un poco lentos en  servicio;2020-01-28
398;Estupendo comparto que no hace falta ser vegano y calidad-precio, es acogedor.;2020-01-28
399;Perfecto!!;2023-01-28
400;Se come de primera ,pero tiene una pega el baño no está acorde con el Reataurante;2019-01-28
401;estaba muy rico pero me gustaria una cartaas ampli;2020-01-28
402;Impresionante 😻 y son tan majos !!!…;2023-01-28
403;Sorprendida .no habías estado en un vegetariano y me gustó;2023-01-28
404;Todo perfecto, la comida y la atención de 10;2023-01-28
405;Buenisimo todo ...y unas vistas increibles;2023-01-28
406;local agradable, platos sencillos y sabrosos.... volveré;2018-01-28
407;Antes me gustaba por sus platos vegetarianos ahora le añado que tiene una vistas increibles;2017-01-28
408;Personal muy agradable y comida estupenda;2023-01-28
409;Genial como siempre;2023-07-28
410;Un pintxo y un vino...con el Puerto delante los ojos...bien.;2023-01-28
411;No tenían gran cosa para picar con el desayuno.;2023-01-28
412;Hay que reservar con tiempo hasta en invierno y Cuando fui entendí por qué, una gozada todo!!;2020-01-28
413;La comida rikisima. K pintxito de tortilla más rico;2022-01-28
414;El sitio es un poco desangelado y está a desmano del centro, pero la comida merece la pena.;2018-01-28
415;Se come rico. Sitio agradable y gente maja.;2020-01-28
416;Buena comida pero atención deficiente y caro para el servicio recibido;2021-01-28
417;Pena que han quitado el menu, pero buena calidad;2018-01-28
418;Todo está buenísimo. Excelente lugar.;2023-01-28
419;Llegas a las 14 y te dicen que la cocina esta cerrada! A qué hora hay que comer? 10:00?;2020-01-28
420;El desayuno muy rico.buena atención;2022-01-28
421;muy buen servicio, ambiente agradable y tranquilo y muy buena comida;2020-01-28
422;Tartas deliciosas, trato muy agradable y no es especialmente caro;2018-01-28
423;Todo riquísimo y la atención muy buena.;2022-01-28
424;Muy bueno, en un bonito lugar, y mejor servicio;2021-01-28
425;Todo riquísimo Y muy buena atención. Volveremos;2020-01-28
426;Alternativa gastronómica a tener en cuenta. Carta variada y muy muy buena;2019-01-28
427;En estos tiempos de posibles contagios es un local que cumple escrupulosamente con la higiene y respeta las distancias.;2021-01-28
428;Han tardado un montón en servir. Las samosas estaban frías por dentro.;2020-01-28
429;Buena atencion;2023-07-28
430;Vegetariano muy agradable con un servicio muy atento!;2023-01-28
431;Sin duda, el mejor vegetariano en el que he estado, tanto por la calidad de los platos como del trato.;2017-01-28
432;Local agradable, buena atención y la comida....deliciosa!;2019-01-28
433;La primera vez que no como bien la ensalada de pasta sin sabor y el wok de verduras con sopa incluida ( sosa, sosa);2019-01-28
434;Magnifica comida vegetariana, con bonitas vistas. La hamburguesa de remolacha, espectacular.;2019-01-28
435;Muy bonito lugar frente al muelle maritimo;2022-01-28
436;Pésimo, la calidad de la comida no es muy allá y tardan mucho por no hablar de los servicios;2020-01-28
437;La mejor opción vegetariana y vegana en el País Vasco.;2022-01-28
438;Muy buena la atención y Servicio con muy buenas vistas y muy buen género y precios;2020-01-28
439;Comida exquisita y agradable atención por parte de los camareros;2018-01-28
440;Ha sido un aperitivo muy apetecible.;2021-01-28
441;El mejor restaurante vegetariano que he estado en mi vida.;2020-01-28
442;Bonito bar restaurante vegano con vistas al bonito puerto deportivo de Hondarribia;2020-01-28
443;Excelente vegetariano. Recetas originales y sabrosas.;2020-01-28
444;No pierdo oportunidad de ir, excelente comida y excelente atención.;2020-01-28
445;Es muy buena su comida, volveré 👏👏…;2022-01-28
446;Buen sitio y comida muy rica.;2021-01-28
447;Muy rico todo! Repetiré sin duda :);2021-01-28
448;Muy bueno y platos muy originales!;2017-01-28
449;Muy bien ,calidad precio estupendo, recomendable;2020-01-28
450;Sitio privilegiado para picar o comer algo.;2023-01-28
451;Muy bueno...Me encantó volvería y volveré. Todo genial.;2018-01-28
452;Cenamos genial y pudimos entar con los perros.;2020-01-28
453;Espectacular sopa de Shitake con huevo poche!!;2022-01-28
454;To espectacular,  rapides y buen trato....;2022-01-28
455;"Maravilloso, la comida muy muy muy buena.
Recomendable.";2019-01-28
456;No esta mal pero pelin caro!;2022-01-28
457;Hoy solo pinchos, nada de carta, todo riquísimo;2020-01-28
458;"Buena carta
Muy recomendable.";2022-01-28
459;Carta completa con una ubicación muy buena;2022-01-28
460;Siempre bien. Ir al curry es acertar seguro.;2021-01-28
461;Camareros mas desagradables y menos profesionales no he visto en mi vida!;2021-01-28
462;Muy buen servicio y como siempre todo perfecto.;2018-01-28
463;Recomendable;2023-10-28
464;Muy rico todo. El trato fenómenal;2020-01-28
465;Muy bien todo.;2023-01-28
466;La comida muy buena y la atención también;2022-01-28
467;Restaurante vegetariano en el puerto de Hondarribia, excelente atención y comida riquísima.;2019-01-28
468;Me Encanta . Todo está buenisimo;2021-01-28
469;Bueno pero sin sorpresas una carta un poco pequeña;2020-01-28
470;Cocina vegetariana muy rica y a buen precio;2018-01-28
471;Buen café;2022-01-28
472;Bastante bien calidad precio. Recomendable.;2018-01-28
473;Restaurante vegetariano correcto, servicio amable.;2017-01-28
474;Vegetariano que te gusta aunque no seas vegetariano. Buen trato.;2019-01-28
475;Bonito. En el paseo marítimo, y curioso de encontrar vegetarianos;2020-01-28
476;Todo muy bueno. Trato excelente.;2018-01-28
477;Excelente comida. Volveré seguro.;2022-01-28
478;Tienen platos vegetarianos muy elaborados y buenos.;2021-01-28
479;Maravilla vegetariana. El hummus y el wrap totalmente recomendables.;2018-01-28
480;Vegetariano muy bueno , todo riquísimo;2022-01-28
481;Conseguir mesa es un acto de fe!!!! Pero compensa todo de lujo!!!!;2020-01-28
482;Muy buena atencion y la comida buenisima;2021-01-28
483;Trato excelente y comida rica y sabrosa;2019-01-28
484;Comida y trago excelente, muy recomendable;2021-01-28
485;Buena comida cerca de la playa;2023-01-28
486;Sitio vegetariano que gusta a todos, inclusive a los carnívoros;2020-01-28
487;Platos esquisitos! !!!. En verano aprovecha la terraza !!;2016-01-28
488;Buenisimo todo. Buena atencion.;2022-01-28
489;Está muy bien, y bien de precio oiga;2019-01-28
490;Me encantó.;2023-02-28
491;Se come muy sano 🙂…;2023-01-28
492;Muy buena comida y atención!;2020-01-28
493;Una carta con platos variados y exóticos buenísimos.;2019-01-28
494;"Muy bueno.
Variedad y orofesionalidad";2022-01-28
495;La comida rica pero tardan un monton;2019-01-28
496;Cocina muy rica.;2021-01-28
497;Comida exquisita a buen precio.;2022-01-28
498;Todo perfecto!! Y el sitio es monísimo;2018-01-28
499;La hamburguesa de setas deliciosa!;2022-01-28
500;Delicioso. Muy recomendable;2019-01-28
501;Restaurante vegetariano muy bueno y al lado de la playa;2018-01-28
502;Buena comida, atención al cliente lento y descuidado.;2019-01-28
503;Muy bien;2019-01-28
504;Son muy antipáticos y lentos a más no poder.;2021-01-28
505;Buen lugar para unos pintxos;2020-01-28
506;Exquisitos tigres y rabas.;2022-01-28
507;Me encanto;2023-04-28
508;Esta muy bien;2023-09-28
509;Elegante pero precio umhhh;2020-01-28
510;El mejor vegetariano con diferencia de la zona;2023-01-28
511;Buenísimas las croquetas!!!!! y todo en general.;2020-01-28
512;Tranquilidad, buena comida y buen servicio;2018-01-28
513;Uno de los mejores vegetarianos que conozco;2021-01-28
514;Buenísimo todo, me encantó;2019-01-28
515;Muy buena opción;2020-01-28
516;Muy rico 🤤…;2022-01-28
517;No me ha gustado.;2022-01-28
518;Todo muy rico;2020-01-28
519;Mu rico!!;2021-01-28
520;El timo de la lechuguita... a precio de oro.;2021-01-28
521;Como siempre, genial.;2023-01-28
522;Son encantadores y la comida es deliciosa.;2018-01-28
523;Se come muy bien;2019-01-28
524;Un sitio que hay que probar, te sorprenderá;2020-01-28
525;La atención necesita mejorar...;2022-01-28
526;Correcto, pero carillo.;2022-01-28
527;Muy bien elaborado;2020-01-28
528;Precios buenos y buenos zumos y batidos;2018-01-28
529;Bien para tomar algo;2020-01-28
530;Maravilloso.;2023-02-28
531;Comida increíble y trato genial;2021-01-28
532;No tienen leche vegetal...;2018-01-28
533;Bueno, muy bueno;2021-01-28
534;Perfecto como sii.;2021-01-28
535;La comida me encanto;2022-01-28
536;Me encantó ❤️;2020-01-28
537;La comida la sirvieron fría (hamburguesa);2021-01-28
538;Estupenda cocina y situación.;2018-01-28
539;Se come rico rico!!!!;2019-01-28
540;Trato muy familiar;2019-01-28
541;Muy bueno¡¡;2020-01-28
542;Excelentes vistas;2023-01-28
543;Muy agusto;2021-01-28
544;El mejor;2022-01-28
545;Caro, y poca cantidad;2019-01-28
546;Comida estupenda,buen;2021-01-28
547;Una pena la atención;2023-01-28
548;Mal;2023-01-28
549;Todo perfecto;2019-01-28
550;Tardan mucho en servir;2020-01-28
551;Comida espectacular;2023-01-28
552;Comida muy rica;2021-01-28
553;Magnífico;2020-01-28
554;Esta fenomenal;2020-01-28
555;Excelente;2020-01-28
556;Genial sitio;2021-01-28
557;Excelente;2019-01-28
558;Me encantó .;2017-01-28
559;Comida excelente, difícil de encontrar.;2018-01-28
560;Atención y calidad;2021-01-28
561;Se come bien;2020-01-28
562;Estupendo;2019-01-28
563;Me encanta!!;2018-01-28
564;Increíble;2018-01-28
565;Comida vegetariana excelente;2021-01-28
566;Todo está de vicio 😀…;2019-01-28
567;Decepción;2019-01-28
568;Comida espectacular!!!;2020-01-28
569;Simplemente de 10.;2019-01-28
570;El mejor vegetariano que conozco;2022-01-28
571;Todo buenísimo!!!!!!! Impresionante!!!!;2021-01-28
572;Vegano. Buenos platos!;2021-01-28
573;Genial;2018-01-28
574;👍…;2021-01-28
575;acogedor trato y la comida;2020-01-28
576;Sobresaliente en su estilo;2021-01-28
577;Un buen vegetariano;2021-01-28
578;Buen vegetariano.;2020-01-28
579;Comida sana y buena.;2018-01-28
580;BUENA COMIDA ..;2020-01-28
581;Vegetariano 100,%;2020-01-28
582;Vegetariano auténtico;2019-01-28
583;La Alameda;2019-01-28
584;"Excelente post nado
desayuno justo al lado del mar. Tostada de aguacate y tostada de tomate con un delicioso aderezo de albahaca. Buen café también.";2023-10-28
585;Esta es una joya escondida, justo al lado de la playa. ¡Número limitado de opciones de platos pero todo sabe extremadamente delicioso! Recomendado;2023-08-28
586;Un restaurante muy agradable situado a dos pasos de la playa. Personal encantador. Tomar una copa allí es realmente agradable. La cocina, en cambio, me duele decirlo, la cocina, digo, es verdaderamente repulsiva. Hay que ser un vegano de doble crema de color rojo brillante para encontrarlo bueno, y me digo a mí mismo que la vida gastronómica de estas personas excelentes y bien intencionadas no está bien recompensada, lo que significa que esta vida es definitivamente injusta.;2023-08-28
587;"Una buena opción para el desayuno u otras comidas. Cuando hace buen tiempo, su terraza al aire libre es perfecta. Los lugareños son muy amables y hacen muchas sugerencias.
Los huevos y aguacate que elegimos para desayunar hoy, o la tostada de aguacate, queso y pesto fueron MUNDIALES. Café, ¡uno de los mejores que he probado en mucho tiempo!";2023-01-28
588;Uno de los mejores restaurantes vegetarianos en los que he estado. No hay muchos en esa lista, pero el entorno y el menú funcionaron perfectamente para un almuerzo ligero de verano.;2019-01-28
589;Excelente restaurante vegetariano con opción vegana. Auténtica gastronomía culinaria. Una experiencia para vivir. Lo único que lamento es que los productos no sean orgánicos.;2018-01-28
590;Magnífico descubrimiento. Gran bienvenida, comida deliciosa.;2023-11-28
591;"Comida increíble.
Estoy hablando realmente genial.";2023-06-28
592;Increíble comida vegana y vegetariana en el puerto. Personal amable... ¡¡¡Volveré!!!;2019-01-28
593;Parece un restaurante muy bonito. Sólo llegamos el martes por la tarde alrededor de las 20.00 horas y descubrimos que estaba cerrado. Lástima que los horarios de apertura sean diferentes a los que indica Google. Me hubiera gustado probarlo. Tomé una foto de los horarios de apertura reales.;2019-01-28
594;Gran restaurante, los precios son muy asequibles y el lugar es muy agradable!;2022-01-28
595;Fui allí dos veces con mi hija, ¡una delicia vegetariana desde el entrante hasta el postre! Y los servidores son adorables. ¡Incluso sus baños son geniales! Y la vista del puerto, de la Rhune... Mi restaurante favorito cuando voy a la Costa Vasca.;2023-01-28
